2000		0	0	7.6e-08		118867	0.14714		126586	0.299377		125962	0.324284		139770	0.00946766		
2050		0	0	8.7e-08		123163	0.134896		130339	0.340915		130192	0.38406		143399	0.0102788		
2100		0	0	8e-08		126569	0.132139		133653	0.338897		132749	0.360774		147311	0.0101673		
2150		0	0	8.3e-08		128442	0.153202		135432	0.359503		135378	0.422214		150183	0.00988599		
2200		0	0	7.9e-08		132564	0.125919		139359	0.365591		138301	0.405765		153965	0.0107093		
2250		0	0	9.1e-08		135254	0.159111		143100	0.386865		142875	0.458458		157292	0.011465		
2300		0	0	7.9e-08		138899	0.136291		145873	0.404733		145087	0.444073		160460	0.0125484		
2350		0	0	8e-08		142295	0.137616		148835	0.428726		148717	0.50398		164360	0.011573		
2400		0	0	8e-08		145912	0.122639		151701	0.44973		151342	0.491241		167720	0.0126311		
2450		0	0	9.1e-08		147833	0.159311		155694	0.470915		155629	0.552888		170342	0.0122707		
2500		0	0	8.7e-08		150032	0.181688		157677	0.479992		157671	0.515012		173486	0.0126222		
2550		0	0	8.5e-08		153810	0.161989		160429	0.494695		160287	0.58248		177349	0.0129511		
2600		0	0	8.3e-08		155230	0.206538		164027	0.514395		163654	0.557046		181356	0.0130865		
2650		0	0	7.8e-08		159596	0.192403		167815	0.534078		167966	0.628539		184443	0.0164976		
2700		0	0	7.7e-08		161560	0.217862		170036	0.554745		169751	0.601046		188711	0.0179198		
2750		0	0	7.4e-08		164310	0.213624		173079	0.573302		173058	0.678322		191895	0.0157062		
2800		0	0	8.2e-08		168654	0.187861		176782	0.597913		175626	0.646577		194351	0.0177152		
2850		0	0	8.8e-08		173796	0.171834		180300	0.616884		180346	0.724874		199458	0.0170655		
2900		0	0	7.9e-08		175904	0.169943		182064	0.641126		182599	0.693397		201566	0.0159223		
2950		0	0	8e-08		175258	0.267482		185889	0.664825		185781	0.779471		204620	0.0175368		
3000		0	0	8e-08		181649	0.206237		189867	0.70331		189150	0.739441		209651	0.019413		
3050		0	0	8e-08		183743	0.23989		192566	0.698333		192892	0.821461		213371	0.0177933		
3100		0	0	8.9e-08		186770	0.223907		194754	0.723137		195406	0.777857		215859	0.020343		
3150		0	0	9.3e-08		188676	0.237963		198093	0.745158		198328	0.804506		218418	0.0204386		
3200		0	0	8.7e-08		192112	0.265501		202273	0.768637		201764	0.828846		223457	0.0192316		
3250		0	0	9.8e-08		195448	0.2736		204841	0.793303		204559	0.933506		227496	0.0229965		
3300		0	0	7.8e-08		197713	0.277133		207342	0.81791		208188	0.881921		229329	0.0202435		
3350		0	0	8.7e-08		201248	0.251279		211430	0.842997		210229	0.908553		232666	0.0210004		
3400		0	0	7.1e-08		206491	0.239642		214861	0.868574		213897	0.935876		237536	0.0215708		
3450		0	0	7.7e-08		207888	0.290632		217636	0.893365		217739	1.05182		241967	0.0258706		
3500		0	0	7.8e-08		210909	0.262351		219970	0.920418		220494	0.992885		244305	0.0230485		
3550		0	0	8e-08		212707	0.297452		222993	0.949598		223206	1.02083		247927	0.023708		
3600		0	0	7.8e-08		216438	0.309238		226845	0.973369		225901	1.04953		251454	0.0274885		
3650		0	0	7.9e-08		221551	0.27612		230228	1.00088		230035	1.17655		255945	0.0295334		
3700		0	0	8.5e-08		224526	0.264185		232240	1.02842		233485	1.10985		257259	0.0263819		
3750		0	0	9.9e-08		223953	0.341237		235182	1.05588		235250	1.138		259853	0.0254916		
3800		0	0	8.8e-08		228664	0.316917		238901	1.08445		237592	1.17059		263704	0.0261541		
3850		0	0	7.9e-08		232684	0.335891		242910	1.11338		243622	1.19966		268998	0.0284293		
3900		0	0	8.5e-08		234892	0.324219		244086	1.14181		244177	1.3451		272068	0.0299812		
3950		0	0	9.3e-08		236932	0.331075		247451	1.17132		247449	1.26451		273647	0.0313086		
4000		0	0	7.8e-08		241320	0.336311		250966	1.20218		250092	1.29731		277917	0.0335703		
4050		0	0	8e-08		244372	0.363349		254901	1.23437		255960	1.32958		282379	0.0372835		
4100		0	0	8.9e-08		246669	0.366893		256320	1.26507		256284	1.4845		283353	0.0319258		
4150		0	0	9.4e-08		248268	0.399947		259819	1.29586		259834	1.39673		287302	0.032168		
4200		0	0	8.8e-08		252209	0.382163		263644	1.32714		263018	1.43065		292512	0.0326577		
4250		0	0	9.9e-08		256754	0.375233		266796	1.36073		267957	1.4652		295680	0.03542		
4300		0	0	7.7e-08		261513	0.328041		268383	1.39552		268557	1.63226		299688	0.0365105		
4350		0	0	9.6e-08		259993	0.431712		272181	1.42236		272491	1.53893		302040	0.0426495		
4400		0	0	1.03e-07		263788	0.443002		276112	1.45442		275536	1.57668		306828	0.0361		
4450		0	0	7.8e-08		266415	0.48546		279921	1.48842		280586	1.60974		310048	0.0379857		
4500		0	0	9.7e-08		269893	0.447311		280891	1.52494		280758	1.79006		311584	0.0401181		
4550		0	0	1e-07		274592	0.395872		284842	1.56044		285015	1.67752		316558	0.0394878		
4600		0	0	8.7e-08		276160	0.470519		287872	1.59005		287316	1.7206		319749	0.0457005		
4650		0	0	9.2e-08		280950	0.432835		291810	1.62516		292593	1.75657		323691	0.0395968		
4700		0	0	1.03e-07		283530	0.443065		293066	1.66455		293177	1.9517		326267	0.0399529		
4750		0	0	8e-08		285123	0.458822		296987	1.69963		296971	1.83247		330637	0.0431214		
4800		0	0	8.7e-08		286887	0.534512		300830	1.73309		299900	1.87135		333149	0.0524182		
4850		0	0	8.4e-08		294433	0.434649		304359	1.77137		305554	1.90933		337929	0.0491497		
4900		0	0	8.6e-08		295955	0.455336		305107	1.80648		305370	2.12418		339046	0.0439859		
4950		0	0	8.7e-08		297664	0.479059		309278	1.84538		309130	2.16338		343469	0.0453925		
5000		0	0	9e-08		300418	0.517109		313334	1.88114		312278	2.03116		347502	0.044558		
