n_3250.dat 3250		186879	0.200169		195332	0.818077		195332	0.970882		182254	0.0196016		229968	0.00263396		200720	2.31952		194996	0.816729		
n_3300.dat 3300		188874	0.233628		198563	0.841665		198563	1.0058		184977	0.0188999		233238	0.00272468		203404	2.43278		197992	0.857182		
n_3350.dat 3350		191690	0.262028		201458	0.878145		201458	1.03895		188021	0.0229367		237663	0.00288539		207680	2.54339		200936	0.875601		
n_3400.dat 3400		195003	0.235366		204225	0.896866		204225	1.06342		190693	0.0207582		239443	0.00286093		209931	2.55825		203488	0.893486		
n_3450.dat 3450		198532	0.212028		207550	0.921888		207550	1.10278		193481	0.0239363		244624	0.00282852		212049	2.71473		206907	0.92114		
n_3500.dat 3500		201213	0.232157		210628	0.95497		210628	1.13238		196320	0.0237641		248944	0.00296071		215260	2.77965		209986	0.94935		
n_3550.dat 3550		203868	0.237244		213253	0.974012		213253	1.17398		199017	0.0250281		250694	0.00297777		218603	2.82151		212593	0.976437		
n_3600.dat 3600		207261	0.227209		216418	1.00616		216418	1.19666		201599	0.0254675		254087	0.00299393		222722	2.96126		215642	1.00843		
n_3650.dat 3650		208837	0.287315		219173	1.03549		219173	1.23266		204259	0.023793		257554	0.00315196		224759	3.06799		218980	1.03016		
n_3700.dat 3700		211712	0.294884		222160	1.06391		222160	1.28349		207078	0.0240147		261813	0.00326949		227307	3.0996		221435	1.06348		
n_3750.dat 3750		214277	0.299605		224684	1.0868		224684	1.30802		209856	0.0277075		265287	0.00315161		231694	3.22942		224006	1.08892		
n_3800.dat 3800		218377	0.247971		227565	1.12155		227565	1.33212		212594	0.030134		268812	0.00328651		232983	3.28651		226945	1.12155		
n_3850.dat 3850		220317	0.285983		230663	1.14696		230663	1.36607		215231	0.0259984		272293	0.00335171		235775	3.35954		229621	1.1523		
n_3900.dat 3900		222926	0.304616		233403	1.18273		233403	1.43319		217967	0.0260205		275119	0.00343743		239114	3.4485		232682	1.17777		
n_3950.dat 3950		227184	0.251557		236361	1.20578		236361	1.44108		220502	0.0289745		278967	0.00330927		242243	3.53902		235695	1.20704		
n_4000.dat 4000		228906	0.291004		238991	1.23967		238991	1.48163		223042	0.029959		282218	0.00331212		245840	3.67974		238472	1.24168		
n_4050.dat 4050		230960	0.364604		242081	1.31437		242081	1.52026		225760	0.0320518		286104	0.00388742		249087	3.83356		241082	1.29635		
n_4100.dat 4100		235326	0.271859		244769	1.29934		244769	1.58182		228505	0.0308849		288674	0.0034688		251764	3.86356		244313	1.30537		
n_4150.dat 4150		236988	0.326531		247760	1.33956		247760	1.60921		231488	0.0314736		293519	0.00352169		254922	3.9658		246694	1.33688		
n_4200.dat 4200		239427	0.35567		250703	1.36318		250703	1.62316		234360	0.0328459		296566	0.0035861		257874	4.10777		249886	1.36465		
n_4250.dat 4250		242239	0.348173		253502	1.3998		253502	1.696		236768	0.0307999		299720	0.00369077		260518	4.24981		252596	1.39576		
n_4300.dat 4300		245672	0.325981		256344	1.4323		256344	1.72673		239279	0.0388903		303686	0.00392798		262841	4.35881		255410	1.43811		
n_4350.dat 4350		248377	0.349728		259623	1.46529		259623	1.74066		242022	0.031795		306598	0.00366397		266538	4.43974		258842	1.46387		
n_4400.dat 4400		251893	0.334272		263029	1.49538		263029	1.79072		244865	0.0360602		311916	0.00378837		270413	4.56578		262097	1.51851		
n_4450.dat 4450		253788	0.375913		265358	1.57738		265358	1.84254		247484	0.0374979		314656	0.00377		271595	4.66486		264784	1.53087		
n_4500.dat 4500		256889	0.373532		268445	1.56874		268445	1.86306		250632	0.0385956		317662	0.00373453		275916	4.76627		268090	1.5714		
n_4550.dat 4550		260090	0.35609		271279	1.65729		271279	1.9147		253192	0.0465528		320950	0.0038433		278527	4.87234		270399	1.60385		
n_4600.dat 4600		262635	0.388791		274675	1.64262		274675	1.9822		255932	0.037601		327242	0.00397214		281903	5.01408		273441	1.6366		
n_4650.dat 4650		265471	0.400702		277508	1.67588		277508	1.993		258844	0.0433037		328300	0.00391064		284829	5.09499		276642	1.67348		
n_4700.dat 4700		267822	0.424441		280218	1.7243		280218	2.03945		261610	0.0381711		331848	0.00409163		287133	5.25164		279139	1.71076		
n_4750.dat 4750		271541	0.396286		283257	1.74781		283257	2.07722		264519	0.0424636		335432	0.00396917		291298	5.36428		282613	1.74585		
n_4800.dat 4800		274431	0.410244		286136	1.78504		286136	2.12186		267879	0.0441555		339064	0.00415619		295172	5.56116		285211	1.78132		
n_4850.dat 4850		277243	0.423155		289352	1.81877		289352	2.16846		270809	0.040185		343540	0.0040718		297543	5.6665		288444	1.82037		
n_4900.dat 4900		279707	0.45103		292526	1.85591		292526	2.21327		273523	0.0476428		346284	0.00409448		300511	5.75762		291428	1.85814		
n_4950.dat 4950		282789	0.436142		295101	1.89774		295101	2.25436		276157	0.0468138		350844	0.00430924		303409	5.90076		294354	1.89585		
n_5000.dat 5000		285649	0.451113		298399	1.9362		298399	2.30112		278928	0.0427345		353950	0.00426078		306205	6.05016		297402	1.93443		
